face_id,predictions,label,timestamp,quarter_timestamp,video_id
0,99.69016313552856,No Mask,2021-09-10 11:21:21:171836,2021-09-10 11:21:25,camera1
1,91.6775107383728,No Mask,2021-09-10 11:21:21:175827,2021-09-10 11:21:25,camera1
2,99.2142915725708,No Mask,2021-09-10 11:21:21:175827,2021-09-10 11:21:25,camera1
3,94.59481835365295,Mask,2021-09-10 11:21:21:175827,2021-09-10 11:21:25,camera1
4,99.35637712478638,No Mask,2021-09-10 11:21:21:322433,2021-09-10 11:21:25,camera1
5,97.79938459396362,No Mask,2021-09-10 11:21:21:322433,2021-09-10 11:21:25,camera1
6,93.49972009658813,No Mask,2021-09-10 11:21:21:322433,2021-09-10 11:21:25,camera1
7,73.59662055969238,Mask,2021-09-10 11:21:21:322433,2021-09-10 11:21:25,camera1
8,99.59853291511536,No Mask,2021-09-10 11:21:21:454944,2021-09-10 11:21:25,camera1
9,98.07294011116028,No Mask,2021-09-10 11:21:21:454944,2021-09-10 11:21:25,camera1
10,93.78799200057983,No Mask,2021-09-10 11:21:21:454944,2021-09-10 11:21:25,camera1
11,78.43689918518066,Mask,2021-09-10 11:21:21:454944,2021-09-10 11:21:25,camera1
12,99.52313303947449,No Mask,2021-09-10 11:21:21:585594,2021-09-10 11:21:25,camera1
13,95.3606903553009,No Mask,2021-09-10 11:21:21:585594,2021-09-10 11:21:25,camera1
14,93.86176466941833,No Mask,2021-09-10 11:21:21:585594,2021-09-10 11:21:25,camera1
15,80.27074933052063,Mask,2021-09-10 11:21:21:585594,2021-09-10 11:21:25,camera1
16,99.7399091720581,No Mask,2021-09-10 11:21:21:726294,2021-09-10 11:21:25,camera1
17,96.17587327957153,No Mask,2021-09-10 11:21:21:726294,2021-09-10 11:21:25,camera1
18,96.79481983184814,No Mask,2021-09-10 11:21:21:726294,2021-09-10 11:21:25,camera1
19,85.71574091911316,Mask,2021-09-10 11:21:21:726294,2021-09-10 11:21:25,camera1
20,99.63374137878418,No Mask,2021-09-10 11:21:21:839990,2021-09-10 11:21:25,camera1
21,98.08740019798279,No Mask,2021-09-10 11:21:21:839990,2021-09-10 11:21:25,camera1
22,95.5960214138031,No Mask,2021-09-10 11:21:21:839990,2021-09-10 11:21:25,camera1
23,99.47622418403625,No Mask,2021-09-10 11:21:21:941718,2021-09-10 11:21:25,camera1
24,98.36783409118652,No Mask,2021-09-10 11:21:21:941718,2021-09-10 11:21:25,camera1
25,99.0876853466034,No Mask,2021-09-10 11:21:21:941718,2021-09-10 11:21:25,camera1
26,99.3995726108551,No Mask,2021-09-10 11:21:22:125226,2021-09-10 11:21:25,camera1
27,99.38153028488159,No Mask,2021-09-10 11:21:22:125226,2021-09-10 11:21:25,camera1
28,98.53331446647644,No Mask,2021-09-10 11:21:22:125226,2021-09-10 11:21:25,camera1
29,99.71336126327515,No Mask,2021-09-10 11:21:22:243530,2021-09-10 11:21:25,camera1
30,97.8933334350586,No Mask,2021-09-10 11:21:22:243530,2021-09-10 11:21:25,camera1
31,99.4092047214508,No Mask,2021-09-10 11:21:22:243530,2021-09-10 11:21:25,camera1
32,99.34796094894409,No Mask,2021-09-10 11:21:22:355618,2021-09-10 11:21:25,camera1
33,99.63220357894897,No Mask,2021-09-10 11:21:22:355618,2021-09-10 11:21:25,camera1
34,98.00735116004944,No Mask,2021-09-10 11:21:22:355618,2021-09-10 11:21:25,camera1
35,99.34072494506836,No Mask,2021-09-10 11:21:22:461737,2021-09-10 11:21:25,camera1
36,99.79621171951294,No Mask,2021-09-10 11:21:22:461737,2021-09-10 11:21:25,camera1
37,96.6501772403717,No Mask,2021-09-10 11:21:22:461737,2021-09-10 11:21:25,camera1
38,99.83164072036743,No Mask,2021-09-10 11:21:22:569046,2021-09-10 11:21:25,camera1
39,97.00862169265747,No Mask,2021-09-10 11:21:22:569046,2021-09-10 11:21:25,camera1
40,98.66942167282104,No Mask,2021-09-10 11:21:22:569046,2021-09-10 11:21:25,camera1
41,98.76076579093933,No Mask,2021-09-10 11:21:22:666406,2021-09-10 11:21:25,camera1
42,99.89601373672485,No Mask,2021-09-10 11:21:22:666406,2021-09-10 11:21:25,camera1
43,98.81412982940674,No Mask,2021-09-10 11:21:22:666406,2021-09-10 11:21:25,camera1
44,98.97107481956482,No Mask,2021-09-10 11:21:22:774615,2021-09-10 11:21:25,camera1
45,99.79477524757385,No Mask,2021-09-10 11:21:22:774615,2021-09-10 11:21:25,camera1
46,98.40726256370544,No Mask,2021-09-10 11:21:22:774615,2021-09-10 11:21:25,camera1
47,77.30137705802917,Mask,2021-09-10 11:21:22:774615,2021-09-10 11:21:25,camera1
48,98.81832003593445,No Mask,2021-09-10 11:21:22:885850,2021-09-10 11:21:25,camera1
49,99.8308539390564,No Mask,2021-09-10 11:21:22:886851,2021-09-10 11:21:25,camera1
50,99.14080500602722,No Mask,2021-09-10 11:21:22:886851,2021-09-10 11:21:25,camera1
51,73.19007515907288,Mask,2021-09-10 11:21:22:886851,2021-09-10 11:21:25,camera1
52,98.75417351722717,No Mask,2021-09-10 11:21:23:007758,2021-09-10 11:21:25,camera1
53,99.79729056358337,No Mask,2021-09-10 11:21:23:007758,2021-09-10 11:21:25,camera1
54,98.207688331604,No Mask,2021-09-10 11:21:23:007758,2021-09-10 11:21:25,camera1
55,55.7084858417511,No Mask,2021-09-10 11:21:23:007758,2021-09-10 11:21:25,camera1
56,98.21787476539612,No Mask,2021-09-10 11:21:23:133433,2021-09-10 11:21:25,camera1
57,99.80120658874512,No Mask,2021-09-10 11:21:23:133433,2021-09-10 11:21:25,camera1
58,98.12757968902588,No Mask,2021-09-10 11:21:23:133433,2021-09-10 11:21:25,camera1
59,56.69437050819397,No Mask,2021-09-10 11:21:23:133433,2021-09-10 11:21:25,camera1
60,98.26446175575256,No Mask,2021-09-10 11:21:23:251420,2021-09-10 11:21:25,camera1
61,99.91384744644165,No Mask,2021-09-10 11:21:23:251420,2021-09-10 11:21:25,camera1
62,85.4871928691864,No Mask,2021-09-10 11:21:23:251420,2021-09-10 11:21:25,camera1
63,74.0720272064209,No Mask,2021-09-10 11:21:23:251420,2021-09-10 11:21:25,camera1
64,99.14944171905518,No Mask,2021-09-10 11:21:23:359528,2021-09-10 11:21:25,camera1
65,99.57637786865234,No Mask,2021-09-10 11:21:23:359528,2021-09-10 11:21:25,camera1
66,68.68009567260742,No Mask,2021-09-10 11:21:23:359528,2021-09-10 11:21:25,camera1
67,57.0193350315094,No Mask,2021-09-10 11:21:23:359528,2021-09-10 11:21:25,camera1
68,99.0646481513977,No Mask,2021-09-10 11:21:23:478445,2021-09-10 11:21:25,camera1
69,99.36333894729614,No Mask,2021-09-10 11:21:23:478445,2021-09-10 11:21:25,camera1
70,80.77876567840576,Mask,2021-09-10 11:21:23:478445,2021-09-10 11:21:25,camera1
71,53.091830015182495,Mask,2021-09-10 11:21:23:479442,2021-09-10 11:21:25,camera1
72,99.54043626785278,No Mask,2021-09-10 11:21:23:576980,2021-09-10 11:21:25,camera1
73,99.37843084335327,No Mask,2021-09-10 11:21:23:576980,2021-09-10 11:21:25,camera1
74,57.01930522918701,No Mask,2021-09-10 11:21:23:576980,2021-09-10 11:21:25,camera1
75,99.48899745941162,No Mask,2021-09-10 11:21:23:680040,2021-09-10 11:21:25,camera1
76,98.95718097686768,No Mask,2021-09-10 11:21:23:680040,2021-09-10 11:21:25,camera1
77,89.99048471450806,No Mask,2021-09-10 11:21:23:680040,2021-09-10 11:21:25,camera1
78,99.0714430809021,No Mask,2021-09-10 11:21:23:784759,2021-09-10 11:21:25,camera1
79,94.75240707397461,No Mask,2021-09-10 11:21:23:784759,2021-09-10 11:21:25,camera1
80,88.76413702964783,No Mask,2021-09-10 11:21:23:785757,2021-09-10 11:21:25,camera1
81,99.0689754486084,No Mask,2021-09-10 11:21:23:882499,2021-09-10 11:21:25,camera1
82,94.54038143157959,No Mask,2021-09-10 11:21:23:882499,2021-09-10 11:21:25,camera1
83,56.75066113471985,No Mask,2021-09-10 11:21:23:882499,2021-09-10 11:21:25,camera1
84,99.78627562522888,No Mask,2021-09-10 11:21:23:983558,2021-09-10 11:21:25,camera1
85,97.04408645629883,No Mask,2021-09-10 11:21:23:983558,2021-09-10 11:21:25,camera1
86,52.124375104904175,No Mask,2021-09-10 11:21:23:983558,2021-09-10 11:21:25,camera1
87,99.79537725448608,No Mask,2021-09-10 11:21:24:088446,2021-09-10 11:21:25,camera1
88,98.29235672950745,No Mask,2021-09-10 11:21:24:088446,2021-09-10 11:21:25,camera1
89,86.14428639411926,No Mask,2021-09-10 11:21:24:088446,2021-09-10 11:21:25,camera1
90,99.7111439704895,No Mask,2021-09-10 11:21:24:201937,2021-09-10 11:21:25,camera1
91,97.71231412887573,No Mask,2021-09-10 11:21:24:201937,2021-09-10 11:21:25,camera1
92,88.1218671798706,No Mask,2021-09-10 11:21:24:201937,2021-09-10 11:21:25,camera1
93,84.02717113494873,Mask,2021-09-10 11:21:24:201937,2021-09-10 11:21:25,camera1
94,99.69927072525024,No Mask,2021-09-10 11:21:24:320727,2021-09-10 11:21:25,camera1
95,98.80166053771973,No Mask,2021-09-10 11:21:24:320727,2021-09-10 11:21:25,camera1
96,78.91833782196045,No Mask,2021-09-10 11:21:24:320727,2021-09-10 11:21:25,camera1
97,81.955087184906,Mask,2021-09-10 11:21:24:320727,2021-09-10 11:21:25,camera1
98,99.48712587356567,No Mask,2021-09-10 11:21:24:432847,2021-09-10 11:21:25,camera1
99,96.98746800422668,No Mask,2021-09-10 11:21:24:433844,2021-09-10 11:21:25,camera1
100,79.51855659484863,No Mask,2021-09-10 11:21:24:433844,2021-09-10 11:21:25,camera1
101,81.49314522743225,Mask,2021-09-10 11:21:24:433844,2021-09-10 11:21:25,camera1
102,85.77327132225037,No Mask,2021-09-10 11:21:24:542695,2021-09-10 11:21:25,camera1
103,99.48999285697937,No Mask,2021-09-10 11:21:24:542695,2021-09-10 11:21:25,camera1
104,96.80811166763306,No Mask,2021-09-10 11:21:24:542695,2021-09-10 11:21:25,camera1
105,86.23453378677368,Mask,2021-09-10 11:21:24:542695,2021-09-10 11:21:25,camera1
106,57.88470506668091,No Mask,2021-09-10 11:21:24:657388,2021-09-10 11:21:25,camera1
107,74.82132911682129,No Mask,2021-09-10 11:21:24:657388,2021-09-10 11:21:25,camera1
108,99.08740520477295,No Mask,2021-09-10 11:21:24:657388,2021-09-10 11:21:25,camera1
109,63.862329721450806,Mask,2021-09-10 11:21:24:657388,2021-09-10 11:21:25,camera1
110,54.46017384529114,No Mask,2021-09-10 11:21:24:783904,2021-09-10 11:21:25,camera1
111,75.77943801879883,No Mask,2021-09-10 11:21:24:783904,2021-09-10 11:21:25,camera1
112,99.38616752624512,No Mask,2021-09-10 11:21:24:783904,2021-09-10 11:21:25,camera1
113,95.34590244293213,Mask,2021-09-10 11:21:24:783904,2021-09-10 11:21:25,camera1
114,55.537039041519165,Mask,2021-09-10 11:21:24:898199,2021-09-10 11:21:25,camera1
115,74.83275532722473,No Mask,2021-09-10 11:21:24:898199,2021-09-10 11:21:25,camera1
116,99.40552711486816,No Mask,2021-09-10 11:21:24:898199,2021-09-10 11:21:25,camera1
117,88.00196647644043,Mask,2021-09-10 11:21:24:898199,2021-09-10 11:21:25,camera1
118,50.71191191673279,No Mask,2021-09-10 11:21:25:017993,2021-09-10 11:21:30,camera1
119,99.60241317749023,No Mask,2021-09-10 11:21:25:017993,2021-09-10 11:21:30,camera1
120,66.67671203613281,No Mask,2021-09-10 11:21:25:017993,2021-09-10 11:21:30,camera1
121,86.92495226860046,Mask,2021-09-10 11:21:25:017993,2021-09-10 11:21:30,camera1
122,94.55991983413696,No Mask,2021-09-10 11:21:25:139989,2021-09-10 11:21:30,camera1
123,99.76407289505005,No Mask,2021-09-10 11:21:25:139989,2021-09-10 11:21:30,camera1
124,72.23445773124695,No Mask,2021-09-10 11:21:25:139989,2021-09-10 11:21:30,camera1
125,98.89994263648987,Mask,2021-09-10 11:21:25:139989,2021-09-10 11:21:30,camera1
126,82.14437365531921,No Mask,2021-09-10 11:21:25:257723,2021-09-10 11:21:30,camera1
127,99.57630634307861,No Mask,2021-09-10 11:21:25:257723,2021-09-10 11:21:30,camera1
128,88.76479864120483,No Mask,2021-09-10 11:21:25:257723,2021-09-10 11:21:30,camera1
129,93.41583251953125,Mask,2021-09-10 11:21:25:257723,2021-09-10 11:21:30,camera1
130,99.70552921295166,No Mask,2021-09-10 11:21:25:354725,2021-09-10 11:21:30,camera1
131,96.56606316566467,No Mask,2021-09-10 11:21:25:354725,2021-09-10 11:21:30,camera1
132,99.6658205986023,No Mask,2021-09-10 11:21:25:354725,2021-09-10 11:21:30,camera1
133,95.29529213905334,Mask,2021-09-10 11:21:25:354725,2021-09-10 11:21:30,camera1
0,99.73777532577515,No Mask,2021-09-10 11:21:25:489104,2021-09-10 11:21:30,camera1
1,96.82066440582275,No Mask,2021-09-10 11:21:25:489104,2021-09-10 11:21:30,camera1
2,99.64340925216675,No Mask,2021-09-10 11:21:25:489104,2021-09-10 11:21:30,camera1
3,85.17418503761292,Mask,2021-09-10 11:21:25:489104,2021-09-10 11:21:30,camera1
4,99.97523427009583,No Mask,2021-09-10 11:21:25:600363,2021-09-10 11:21:30,camera1
5,98.16572666168213,No Mask,2021-09-10 11:21:25:600363,2021-09-10 11:21:30,camera1
6,99.56085085868835,No Mask,2021-09-10 11:21:25:600363,2021-09-10 11:21:30,camera1
7,96.272212266922,Mask,2021-09-10 11:21:25:600363,2021-09-10 11:21:30,camera1
8,99.97448325157166,No Mask,2021-09-10 11:21:25:732065,2021-09-10 11:21:30,camera1
9,99.2629885673523,No Mask,2021-09-10 11:21:25:732065,2021-09-10 11:21:30,camera1
10,99.74971413612366,No Mask,2021-09-10 11:21:25:732065,2021-09-10 11:21:30,camera1
11,99.989914894104,No Mask,2021-09-10 11:21:25:884209,2021-09-10 11:21:30,camera1
12,99.20445680618286,No Mask,2021-09-10 11:21:25:884209,2021-09-10 11:21:30,camera1
13,99.53042268753052,No Mask,2021-09-10 11:21:25:884209,2021-09-10 11:21:30,camera1
14,98.9862322807312,Mask,2021-09-10 11:21:25:884209,2021-09-10 11:21:30,camera1
15,99.99237060546875,No Mask,2021-09-10 11:21:26:030895,2021-09-10 11:21:30,camera1
16,97.4539041519165,No Mask,2021-09-10 11:21:26:030895,2021-09-10 11:21:30,camera1
17,99.63706731796265,No Mask,2021-09-10 11:21:26:030895,2021-09-10 11:21:30,camera1
18,98.75020980834961,Mask,2021-09-10 11:21:26:030895,2021-09-10 11:21:30,camera1
