Date,AC.PA,BNP.PA,CAP.PA,ENGI.PA,ENI.PA,FCA.MI,G.MI,JUVE.PA,RACE.MI,SAN.PA,TIT.MI
2018-01-02 00:00:00,43.47999954223633,62.09000015258789,99.0,14.229999542236328,,,15.020000457763672,,87.30000305175781,71.76000213623047,0.7254999876022339
2018-01-03 00:00:00,43.310001373291016,62.63999938964844,101.0,14.289999961853027,,,14.890000343322754,,88.80000305175781,72.06999969482422,0.7250000238418579
2018-01-04 00:00:00,43.599998474121094,63.77000045776367,101.3499984741211,14.515000343322754,,,15.0,,92.5,73.0,0.734000027179718
2018-01-05 00:00:00,43.77000045776367,63.88999938964844,102.5,14.595000267028809,,,15.199999809265137,,93.3499984741211,74.36000061035156,0.7384999990463257
2018-01-08 00:00:00,44.380001068115234,64.5,102.4000015258789,14.6899995803833,,,15.210000038146973,,94.6500015258789,74.3499984741211,0.7524999976158142
2018-01-09 00:00:00,45.04999923706055,65.43000030517578,104.4000015258789,14.680000305175781,,,15.399999618530273,,95.9000015258789,74.23999786376953,0.7519999742507935
2018-01-10 00:00:00,45.13999938964844,66.43000030517578,104.1500015258789,14.649999618530273,,,15.739999771118164,,95.6500015258789,73.33999633789062,0.7519999742507935
2018-01-11 00:00:00,45.619998931884766,67.0,105.3499984741211,14.670000076293945,,,15.720000267028809,,96.94999694824219,72.9000015258789,0.7480000257492065
2018-01-12 00:00:00,45.79999923706055,67.45999908447266,106.3499984741211,14.5600004196167,,,15.670000076293945,,97.0999984741211,73.66999816894531,0.7434999942779541
2018-01-15 00:00:00,45.9900016784668,67.52999877929688,106.30000305175781,14.484999656677246,,,15.680000305175781,,96.9000015258789,73.19999694824219,0.7384999990463257
2018-01-16 00:00:00,45.959999084472656,67.01000213623047,106.30000305175781,14.65999984741211,,,15.84000015258789,,97.1500015258789,73.4000015258789,0.7365000247955322
2018-01-17 00:00:00,45.349998474121094,66.37999725341797,106.05000305175781,14.550000190734863,,,15.710000038146973,,97.44999694824219,72.87000274658203,0.7245000004768372
2018-01-18 00:00:00,45.2400016784668,66.62999725341797,106.55000305175781,14.4350004196167,,,15.800000190734863,,97.44999694824219,72.37000274658203,0.7174999713897705
2018-01-19 00:00:00,45.9900016784668,66.94999694824219,108.44999694824219,14.420000076293945,,,16.170000076293945,,98.6500015258789,72.94999694824219,0.7210000157356262
2018-01-22 00:00:00,46.279998779296875,67.55000305175781,107.44999694824219,14.449999809265137,,,16.190000534057617,,98.94999694824219,70.83000183105469,0.7319999933242798
2018-01-23 00:00:00,46.2400016784668,67.58000183105469,107.6500015258789,14.40999984741211,,,16.030000686645508,,97.25,71.18000030517578,0.7409999966621399
2018-01-24 00:00:00,45.540000915527344,67.18000030517578,107.05000305175781,14.175000190734863,,,16.190000534057617,,95.5999984741211,72.0,0.7350000143051147
2018-01-25 00:00:00,45.400001525878906,68.0,105.69999694824219,14.069999694824219,,,16.200000762939453,,94.9000015258789,72.25,0.7260000109672546
2018-01-26 00:00:00,45.599998474121094,68.27999877929688,106.44999694824219,13.994999885559082,,,16.219999313354492,,96.4000015258789,73.4800033569336,0.7204999923706055
2018-01-29 00:00:00,45.81999969482422,68.3499984741211,106.30000305175781,14.029999732971191,,,16.200000762939453,,95.81999969482422,72.9000015258789,0.7134000062942505
2018-01-30 00:00:00,45.45000076293945,67.2300033569336,106.0,13.895000457763672,,,15.984999656677246,,95.36000061035156,72.30999755859375,0.7215999960899353
2018-01-31 00:00:00,45.849998474121094,66.5999984741211,106.94999694824219,13.979999542236328,,,15.970000267028809,,96.04000091552734,71.12000274658203,0.7251999974250793
2018-02-01 00:00:00,45.68000030517578,66.62999725341797,108.0999984741211,13.84000015258789,,,16.030000686645508,,103.19999694824219,70.36000061035156,0.7175999879837036
2018-02-02 00:00:00,44.130001068115234,66.0,105.3499984741211,13.574999809265137,,,15.944999694824219,,103.80000305175781,69.94999694824219,0.7093999981880188
2018-02-05 00:00:00,44.2400016784668,65.37999725341797,103.30000305175781,13.369999885559082,,,15.720000267028809,,101.3499984741211,69.0199966430664,0.6923999786376953
2018-02-06 00:00:00,43.5099983215332,63.25,100.55000305175781,13.029999732971191,,,15.279999732971191,,100.55000305175781,67.5199966430664,0.6805999875068665
2018-02-07 00:00:00,44.4900016784668,64.55000305175781,102.80000305175781,13.175000190734863,,,15.699999809265137,,102.25,66.70999908447266,0.7211999893188477
2018-02-08 00:00:00,44.41999816894531,64.41999816894531,98.94000244140625,12.845000267028809,,,15.510000228881836,,99.16000366210938,65.08999633789062,0.7093999981880188
2018-02-09 00:00:00,44.33000183105469,63.20000076293945,98.0999984741211,12.635000228881836,,,15.350000381469727,,97.80000305175781,63.38999938964844,0.6988000273704529
2018-02-12 00:00:00,44.86000061035156,63.369998931884766,100.0999984741211,12.654999732971191,,,15.449999809265137,,99.26000213623047,64.29000091552734,0.7026000022888184
2018-02-13 00:00:00,45.11000061035156,63.0,100.5999984741211,12.494999885559082,,,15.180000305175781,,99.31999969482422,63.56999969482422,0.6840000152587891
2018-02-14 00:00:00,45.880001068115234,63.58000183105469,102.0,12.614999771118164,,,15.359999656677246,,100.80000305175781,63.88999938964844,0.6880000233650208
2018-02-15 00:00:00,46.029998779296875,63.900001525878906,104.3499984741211,12.524999618530273,,,15.350000381469727,,103.0,63.5,0.6877999901771545
2018-02-16 00:00:00,46.099998474121094,64.6500015258789,104.5999984741211,12.649999618530273,,,15.505000114440918,,105.0,64.5,0.6958000063896179
2018-02-19 00:00:00,45.400001525878906,64.61000061035156,104.94999694824219,12.585000038146973,,,15.390000343322754,,102.69999694824219,64.30000305175781,0.6976000070571899
2018-02-20 00:00:00,45.45000076293945,65.08000183105469,103.5999984741211,12.614999771118164,,,15.425000190734863,,104.5,64.55000305175781,0.7185999751091003
2018-02-21 00:00:00,47.40999984741211,64.94999694824219,102.55000305175781,12.699999809265137,,,15.470000267028809,,105.30000305175781,64.69999694824219,0.7196000218391418
2018-02-22 00:00:00,47.52000045776367,65.0999984741211,101.75,12.8149995803833,,,15.319999694824219,,103.0999984741211,64.88999938964844,0.7166000008583069
2018-02-23 00:00:00,47.27000045776367,64.88999938964844,101.6500015258789,12.975000381469727,,,15.364999771118164,,104.5,65.05000305175781,0.7319999933242798
2018-02-26 00:00:00,47.90999984741211,64.87000274658203,102.4000015258789,12.960000038146973,,,15.40999984741211,,104.80000305175781,65.5199966430664,0.7379999756813049
2018-02-27 00:00:00,48.150001525878906,65.5199966430664,102.44999694824219,13.069999694824219,,,15.420000076293945,,104.0999984741211,65.58000183105469,0.7319999933242798
2018-02-28 00:00:00,47.5,65.37000274658203,102.94999694824219,12.875,,,15.4399995803833,,102.5,65.02999877929688,0.7400000095367432
2018-03-01 00:00:00,46.060001373291016,64.70999908447266,101.3499984741211,12.739999771118164,,,15.404999732971191,,100.69999694824219,64.6500015258789,0.739799976348877
2018-03-02 00:00:00,45.43000030517578,62.880001068115234,99.30000305175781,12.270000457763672,,,15.050000190734863,,96.9800033569336,63.400001525878906,0.7246000170707703
2018-03-05 00:00:00,45.540000915527344,62.060001373291016,100.94999694824219,12.600000381469727,,,14.720000267028809,,97.63999938964844,64.5,0.7287999987602234
2018-03-06 00:00:00,45.63999938964844,62.439998626708984,102.9000015258789,12.625,,,15.164999961853027,,99.16000366210938,63.70000076293945,0.7721999883651733
2018-03-07 00:00:00,45.349998474121094,62.4900016784668,103.5,12.645000457763672,,,15.5,,100.55000305175781,64.08000183105469,0.7865999937057495
2018-03-08 00:00:00,45.83000183105469,62.95000076293945,104.80000305175781,13.130000114440918,,,15.510000228881836,,100.0,64.91000366210938,0.8230000138282776
2018-03-09 00:00:00,46.380001068115234,62.93000030517578,105.69999694824219,13.175000190734863,,,15.449999809265137,,101.19999694824219,65.58000183105469,0.8320000171661377
2018-03-12 00:00:00,46.15999984741211,62.880001068115234,105.55000305175781,13.1899995803833,,,15.449999809265137,,101.30000305175781,65.77999877929688,0.8202000260353088
2018-03-13 00:00:00,46.0,62.58000183105469,104.80000305175781,13.130000114440918,,,15.484999656677246,,100.0999984741211,65.36000061035156,0.8008000254631042
2018-03-14 00:00:00,45.849998474121094,61.630001068115234,105.19999694824219,13.3100004196167,,,15.3149995803833,,99.0,65.23999786376953,0.7832000255584717
2018-03-15 00:00:00,45.779998779296875,61.810001373291016,105.5,13.449999809265137,,,15.699999809265137,,99.94000244140625,66.2300033569336,0.805400013923645
2018-03-16 00:00:00,45.58000183105469,62.45000076293945,105.05000305175781,13.539999961853027,,,15.725000381469727,,99.4000015258789,66.16999816894531,0.8087999820709229
2018-03-19 00:00:00,46.209999084472656,61.72999954223633,104.30000305175781,13.444999694824219,,,15.6899995803833,,98.22000122070312,66.16999816894531,0.8116000294685364
2018-03-20 00:00:00,46.5,61.599998474121094,104.4000015258789,13.460000038146973,,,15.739999771118164,,99.68000030517578,65.80000305175781,0.800000011920929
2018-03-21 00:00:00,45.790000915527344,61.22999954223633,103.80000305175781,13.5649995803833,,,15.739999771118164,,100.75,65.02999877929688,0.7950000166893005
2018-03-22 00:00:00,45.08000183105469,60.11000061035156,102.94999694824219,13.470000267028809,,,15.600000381469727,,99.0999984741211,64.62999725341797,0.7803999781608582
2018-03-23 00:00:00,44.5,59.2400016784668,103.1500015258789,13.255000114440918,,,15.425000190734863,,97.19999694824219,63.709999084472656,0.772599995136261
2018-03-26 00:00:00,44.09000015258789,58.880001068115234,101.8499984741211,13.260000228881836,,,15.369999885559082,,96.12000274658203,63.209999084472656,0.7617999911308289
2018-03-27 00:00:00,43.9900016784668,59.529998779296875,103.25,13.199999809265137,,,15.479999542236328,,98.45999908447266,63.91999816894531,0.7613999843597412
2018-03-28 00:00:00,44.02000045776367,60.02000045776367,100.69999694824219,13.545000076293945,,,15.5600004196167,,97.77999877929688,64.75,0.7670000195503235
2018-03-29 00:00:00,43.849998474121094,60.16999816894531,101.19999694824219,13.555000305175781,,,15.625,,97.54000091552734,65.33000183105469,0.7710000276565552
2018-04-03 00:00:00,43.77000045776367,59.689998626708984,100.25,13.664999961853027,,,15.670000076293945,,98.30000305175781,64.37000274658203,0.7591999769210815
2018-04-04 00:00:00,43.40999984741211,59.439998626708984,98.83999633789062,13.795000076293945,,,15.664999961853027,,96.77999877929688,64.44999694824219,0.7581999897956848
2018-04-05 00:00:00,44.2400016784668,61.099998474121094,102.3499984741211,14.0,,,15.789999961853027,,99.19999694824219,66.11000061035156,0.7978000044822693
2018-04-06 00:00:00,43.63999938964844,60.56999969482422,102.5,14.050000190734863,,,15.84000015258789,,98.5999984741211,66.0999984741211,0.8532000184059143
2018-04-09 00:00:00,44.150001525878906,60.86000061035156,103.69999694824219,13.920000076293945,,,15.970000267028809,,98.58000183105469,66.44999694824219,0.854200005531311
2018-04-10 00:00:00,44.130001068115234,61.310001373291016,104.4000015258789,13.829999923706055,,,16.030000686645508,,98.55999755859375,67.0,0.8802000284194946
2018-04-11 00:00:00,43.689998626708984,60.91999816894531,103.9000015258789,13.800000190734863,,,15.96500015258789,,97.69999694824219,66.18000030517578,0.8547999858856201
2018-04-12 00:00:00,43.65999984741211,61.22999954223633,104.80000305175781,13.949999809265137,,,16.204999923706055,,98.9800033569336,66.30000305175781,0.8611999750137329
2018-04-13 00:00:00,43.83000183105469,61.45000076293945,104.69999694824219,13.975000381469727,,,16.174999237060547,,99.04000091552734,65.98999786376953,0.848800003528595
2018-04-16 00:00:00,44.04999923706055,61.540000915527344,104.69999694824219,13.885000228881836,,,16.170000076293945,,98.95999908447266,66.05000305175781,0.8518000245094299
2018-04-17 00:00:00,44.369998931884766,61.93000030517578,105.0,13.970000267028809,,,16.2549991607666,,100.5999984741211,66.41000366210938,0.8381999731063843
