LV1,LV2,LV3,Churn
-0.7303404860805204,-0.17442448385633139,0.396948495034704,0
1.2216057463960088,0.23001175849859698,0.8593527399740698,0
-0.38074879926334687,1.3087401496689968,-0.006126202721554736,1
1.1144819713108798,3.149047750886073,0.17847970593061394,0
0.7300267788617681,-0.8509560798676472,1.5516834226525646,0
-1.6994267628304116,-0.22666252684033047,-0.3357781108465196,1
-0.7139486893155403,2.3531632733668553,-0.34788314709520346,1
-1.1637730144126468,1.4573347610066016,0.8570148468129036,0
1.1161153567863291,-2.421284336336073,0.02343353305451812,0
0.0671314464607028,-0.6673105482545347,0.48390009272877427,0
1.879855994904012,0.24207895498782814,0.17611723877694802,0
0.782794261387861,-0.5891479508156447,-0.7849640460361905,0
1.390494988658968,2.6177824562044343,0.03512518222817778,0
-0.6106102270345006,-2.365488225415611,0.20239341915938372,0
-1.3367904254067997,-0.1734655392070473,-0.3228198205084669,0
-1.126712391069086,-0.8994619658860792,-0.12633833794017824,1
-0.9535139015162727,1.565156883833278,-0.13235394181393842,1
1.7337697226682516,2.201167228911887,0.008927642636515912,0
-0.881627136145442,-1.480521716950418,0.11008964980805545,1
-0.6270163204586489,-1.901239956332125,-0.3351998458014238,0
-0.808443199730393,2.1128244527320463,-0.5930958740060577,0
-1.0383863198046146,-1.2488560079674835,-0.04396787365495653,0
-1.4961610804801493,0.7124120576373424,0.05657380857204868,1
-1.5547337467998097,-0.2843268304954452,-0.06361355693469971,1
1.780777232406849,-0.7280862253802989,-1.6268110530638922,0
-0.3750392158104885,2.6750487394008298,-0.616759370672172,0
-1.3517224428662824,-0.659774476099971,0.16450927963582979,0
1.8653931914973243,0.24467262676279775,-0.34834388350081974,0
1.4522234241928407,2.846947121860274,0.09892419086707434,0
1.6989800206131205,2.894684465548758,0.2523385978004548,0
0.4077631770951266,1.031488524338773,-0.249707332531913,0
0.8716244497948205,2.4571114011306303,-0.7561936592579841,0
0.17228501237546473,-0.2758527995981071,0.2152961475570671,0
-0.17573280663365012,0.12563828643856098,-0.49797673127115344,0
0.7488961399064386,-1.1190640899435549,0.7571056982259791,0
1.840338031596803,-0.6882559404824975,-0.15444222414057968,0
-0.4408842363017392,-0.8786837696491274,0.7499461149898677,0
1.0313153006917977,-1.8919944133731073,-0.04442812810932938,0
-2.0352646069322264,0.08763966205970347,-0.5043701728038653,1
1.1117844812173785,2.5152345678991224,0.23204878771832727,1
0.3642323014715873,-2.3705190445806132,-0.1314104005234183,0
1.9373601898563801,0.8650877094279872,0.20925728260213866,0
1.759865600594821,0.051887124213731706,-0.0038596127990664663,0
-0.023466560514770043,-0.4058616241434019,0.6264722171468269,0
0.7705217007896682,-2.184224064754244,0.29008489743344423,0
1.4251751085653819,-1.2494313749857389,-0.21592143200198094,0
0.46928049827745777,-2.2778745880940856,-0.32085516891494675,0
1.976493645050785,1.2648441992552788,0.6690762028294068,0
1.5377438607959775,0.48115672884852767,0.20462321293712712,0
1.9687410798566207,0.7746253459901349,-0.3483242252896419,0
-0.6022991214535258,-2.3829086357125937,0.1990543991628209,0
-1.4530779184856997,0.048463197043229676,0.4435638880304514,0
-0.32753408830389924,1.0428942159179675,1.1258438121968517,0
-0.11225388910055595,1.5546038285170956,0.9427574301366044,0
-1.5214633172235301,1.4844180267882798,0.01981720418070615,1
-0.5189969810374478,-2.363298012495169,0.1765909125459462,0
0.19225612333455738,2.449637717702409,-0.2972760426430863,0
1.4474765597200698,0.6775342846886334,0.33751563492905046,0
-0.7224082985989994,-2.1608647917724078,0.03329421023225301,0
-0.5872536624502883,-2.192746573986681,0.015887228972638792,0
-1.3431059988208558,-0.07133703153051604,0.17480285902651027,1
-1.2891918276499845,-1.0137625606330913,0.10438568062959135,0
2.025641645758263,-1.542396842200811,-1.220759482844612,0
2.1712516287698316,1.6679695322162411,0.13657391187258033,0
-0.9853618141673479,2.2476041028268092,-0.2485488282033625,0
-1.8796379128849956,-0.03299442316957508,-0.30629265191207167,1
1.9399986413064747,1.5488405727532415,-0.22981207922556265,0
-0.009257840913564987,-1.3804342297721044,-0.34384199866622545,0
0.018431554756228458,-0.36076445918158334,0.6094905661741005,1
1.4070069687965865,1.1178445117085587,0.1404102565581175,0
1.7866372323304416,-1.973008685598469,-0.6427287242680679,0
1.6192346443611891,3.151861136220334,0.0327904885617062,0
0.0898775901585477,1.4093195614516205,-0.6771262633318487,1
-0.41394878262155194,0.564082300582453,-0.08497680214966963,0
-0.9099973485263714,0.30472982464163845,0.6167257152899984,0
1.113146198604937,-2.35681300043187,0.1858693208803768,0
-1.0921201353129921,1.4590778192958815,-0.6330812397230344,0
0.34589753582332566,-1.031091472113677,-0.07528329840378921,0
0.3534263080992234,1.706557410678672,0.6311759845714223,0
0.8246438352867462,1.4259911789062152,0.46105899410286993,0
-1.8985258868042003,1.389884843017998,-0.47058207166710475,1
1.546443876705553,2.389056908662882,-0.20245748810523592,0
1.37081473681838,-2.144788917877956,-0.24704073663722298,0
-0.1451570880860879,-1.0340668366864558,0.921771326639577,0
-0.044450100463926466,2.582785318720814,0.35443382008582996,1
-2.0247054619185545,1.732700355449487,-0.39380451137686073,1
-0.8943822326936677,-1.6667355325510764,0.2931829915470719,1
1.7957056738255086,-0.11568445153244485,-0.07511317449645129,0
-0.08894576234072518,-2.3566518773266942,0.42141913849669277,0
0.9989772352265508,-0.20008581344802806,0.99259344963082,0
1.760330467875943,2.425596526676939,0.12970493425143417,0
0.839933717846948,2.3588561024666497,0.32835941731879403,0
-0.18932305618850417,0.2314793180199764,0.46074297763255584,0
-0.5313302210974407,-0.582603058804263,0.033494346803005434,0
-1.4720718884265773,1.0413360707482018,1.0341986818303843,1
-0.7743543525763537,-1.3769301383133863,0.09007925854248942,0
-2.1248987614586037,1.0669291439771886,0.1875879637958571,1
-0.3120863041676788,0.6340591590608481,0.2910531623413916,0
0.5714252600653921,-2.34679743636216,0.39893033447473975,0
-0.2100860157793656,2.2871158172404686,0.19364540861020235,0
-0.6942776849690454,-1.5785289702952827,0.6123931062424282,0
0.38396574318601623,-2.3676137532118586,0.03512055456049274,1
-1.9640684454925208,0.2985314085529532,0.08376116727118631,1
1.1289220329414906,-1.8086549162980352,-0.498956686732117,0
-1.9830595514734461,1.1070303844597102,-0.153748584369635,0
1.6050299002993906,0.537179126530273,0.2596929033555422,0
1.342119683970895,2.113584440029824,-0.22480051262018189,0
1.6168034739838253,0.32358308052357604,0.20214046168540556,0
-0.4349888496963952,-0.13418193774167048,-0.3042649916711881,0
0.37467335562869614,1.2102351415827026,0.7815474657347651,0
-0.3816855004818178,-0.7079271084113612,0.8069825771998458,0
-0.39558909718261265,0.9296411712685305,0.4483877700149943,0
-2.0170633474151716,1.3681675523862196,-0.21428198741974905,1
1.814725471915735,1.9098981492597527,0.05093229150241892,0
-0.9594401240763216,-1.1857657687529932,0.1150541483220593,1
2.127386108509405,-1.313844837418799,-1.0999229827943038,0
1.5128710858016965,2.105916072920801,-0.3917102277841889,0
0.21294198643800236,0.27409059323829166,0.442045600493441,0
0.090541557746903,-2.571600357576027,0.458324973966341,0
0.5116823470374512,0.42743004100972853,0.2040823464377859,0
1.6546647562825947,-1.2723163346013944,-0.6646509547366024,0
1.751855256858408,-2.1321810789745297,-0.5148179755338101,0
0.09330254244134041,-1.7998012968345063,-0.5609569451778371,1
1.125883211768122,-2.428088902200989,0.024414544641927695,0
-0.5789892186342227,2.486614635989596,0.5137384635703595,0
0.11066165022886612,-2.201312517903463,-0.06868437618752228,0
-0.9867525388385734,2.21189662696567,-0.0371775754718463,1
-0.8630153926966515,-1.0219484857012926,-0.46726595176664554,0
-0.7433381561139242,-0.8934798440747651,0.8466479832980837,1
1.3266402211625032,-0.0764432496915587,1.1154892704134047,0
2.140311077202552,-1.7779680017681634,-0.9857924980822037,0
-0.3468435566406127,-1.6725389745575874,-0.17561068071750144,0
-0.3052448016830989,-2.0301511553068123,0.2726681020510581,0
1.6042857648497664,2.8707427929635654,-0.07977634357301559,0
-1.5016796282052716,1.0092224752812862,0.150918215761652,0
-0.9237749979485044,0.7221804698709331,0.04686605505673466,1
2.106980284832476,0.3263416807269344,-0.2893480596927162,0
-0.5098838423341532,-1.6036080661679395,-0.47058064088113194,0
0.5574977110053551,-2.411554892391081,0.5495601941610573,0
-0.8534810602027956,-1.212461605330334,0.4512526861050542,0
0.9055750377381326,-1.3576677251842062,0.15728395094232894,0
1.3265190616828288,2.6359075536737997,-0.15591667437755916,0
-2.0044612929991015,0.12057572308500328,-0.5005562254731252,1
0.7289954435148956,-1.1910547167257495,1.4610990505762962,0
2.1570141793395172,-1.7836630973764565,-1.0030758479111432,0
-0.37535005733721777,-2.123448100007674,-0.033091666080505955,0
-1.6829202252737894,1.433267246089182,-0.2219322628312036,1
1.3029784596307938,-2.0275564715502483,-0.35076356611052883,0
0.8987132136645763,-2.469457351460863,0.5823770183468102,0
1.7993426112971218,-1.6767107912107289,-0.8031357355158409,0
0.5359709252946692,1.7117561271015436,-0.051797107743891506,0
-0.7610929599652436,-2.1499544060489093,0.04474628139232399,1
0.8796885361567292,0.3017602668655319,0.9837181285081197,0
-0.20352384349025657,-2.330401988152019,-0.06698977673831959,0
-0.36255371045647666,1.0209967157069972,-0.09634628663350857,0
0.6519685541227537,2.3395414104505625,-0.6977028137309186,0
0.24873027744223045,1.9431090113683083,-0.10371541837951696,0
-0.44791408834230517,-1.74378457216629,-0.19447814291719165,0
0.07814928943508455,1.236090564503296,0.04618868260042944,1
-2.0829883868471586,0.46805838879335704,-0.5560287428372178,1
-0.8178264618079713,-0.524412742267789,-0.5821674800017883,1
1.0148764041357679,0.05058844880069794,0.1643130034612658,0
1.1242508089282137,0.20933866255995634,0.12929624331379946,0
-0.2354091174778423,-0.11933501906541671,-0.4922737297971966,0
0.03724878011989821,1.6413399030025073,1.5616492481836846,0
1.0576496447819406,0.8025623845102813,0.285672879169009,0
-0.9011285261442822,-0.08573826714862302,0.028268890596129317,0
0.07445372107202285,0.7126253386097975,0.6608281610083471,0
1.8704723764380013,1.4013693752414675,0.28541159508411706,0
2.1622382244452676,1.5809433217202655,0.3532791598559266,0
0.35044506532643577,0.728800845156686,-0.13913208989005446,0
1.9730805502971953,1.4453270110994412,-0.14059817430066152,0
0.6975515547175131,2.9841298075105454,-0.5073391508552041,1
-0.357954445432294,-2.381340866316253,-0.026588362684875008,1
