ProductId,StoreId,SellingPrice,Margin
4096,1,1.92,1959.53
4096,2,2.068,2204.228
4096,3,1.82,1835.545
4096,4,1.825,1641.0520000000001
4096,5,2.016,1307.136
4096,6,1.994,996.072
4096,7,2.142,1225.889
4096,8,2.025,952.07
4096,9,2.016,794.112
4096,10,1.994,636.339
4096,11,1.7619999999999998,1734.5510000000002
4096,12,1.953,1789.0320000000002
4096,13,1.932,1353.46
4096,14,1.92,1959.53
4096,15,1.91,1280.61
4096,16,1.9,947.687
4096,17,1.889,1068.349
4096,18,1.879,1189.656
4096,19,1.932,1222.02
4096,20,2.131,833.0930000000001
4096,21,1.879,833.0930000000001
4096,22,1.775,810.4639999999999
4096,23,1.858,626.924
4096,24,1.879,664.1439999999999
4096,25,2.154,1150.621
4096,26,2.025,1015.812
4096,27,1.994,1004.421
4096,28,2.114,723.212
4096,29,1.732,686.96
4096,30,1.9,582.116
4096,31,1.932,655.34
4096,32,1.847,667.828
4096,33,1.932,633.64
4096,34,1.994,719.1030000000001
4096,35,1.91,545.445
4096,36,1.9,513.521
4096,37,1.889,521.196
4096,38,1.858,444.76800000000003
4096,39,1.848,431.88599999999997
4096,40,1.8359999999999999,405.216
4096,41,1.828,413.806
4096,42,1.8259999999999998,321.36
4096,43,2.095,729.076
4097,1,1.9709999999999999,1036.343
4097,2,2.126,1168.0919999999999
4097,3,1.8730000000000002,974.0239999999999
4097,4,1.879,854.048
4097,5,2.065,686.905
4097,6,2.055,535.535
4097,7,2.21,670.68
4097,8,2.085,465.088
4097,9,2.065,392.63
4097,10,2.055,320.32
4097,11,1.8159999999999998,932.575
4097,12,2.0140000000000002,2304.456
4097,13,1.993,707.7560000000001
4097,14,1.9709999999999999,1036.343
4097,15,1.9609999999999999,679.7760000000001
4097,16,1.95,505.23800000000006
4097,17,1.94,566.932
4097,18,1.93,636.318
4097,19,1.993,642.068
4097,20,2.187,447.914
4097,21,1.93,447.914
4097,22,1.8230000000000002,395.676
4097,23,1.91,336.96
4097,24,1.93,357.309
4097,25,2.215,615.5790000000001
4097,26,2.085,537.888
4097,27,2.055,495.11
4097,28,2.18,398.69599999999997
4097,29,1.786,366.75800000000004
4097,30,1.95,313.315
4097,31,1.993,350.336
4097,32,1.905,366.36
4097,33,1.993,339.066
4097,34,2.055,395.395
4097,35,1.9609999999999999,295.365
4097,36,1.95,276.504
4097,37,1.94,266.122
4097,38,1.91,230.88
4097,39,1.9,209.76
4097,40,1.889,209.07
4097,41,1.879,210.96
4097,42,1.869,181.65
4097,43,2.153,404.16
4098,1,2.213,4107.462
4098,2,2.398,4536.576
4098,3,2.1109999999999998,3785.386
4098,4,2.12,3299.772
4098,5,2.3280000000000003,2628.0040000000004
4098,6,2.3040000000000003,2003.856
4098,7,2.48,2448.54
4098,8,2.352,1723.15
4098,9,2.3280000000000003,1446.364
4098,10,2.3040000000000003,1147.116
4098,11,2.037,3549.38
4098,12,2.258,3718.592
4098,13,2.234,2733.4159999999997
4098,14,2.213,4107.462
4098,15,2.2,2669.994
4098,16,2.2,1973.07
4098,17,2.188,2251.44
4098,18,2.176,2506.446
4098,19,2.234,2459.634
4098,20,2.467,1728.54
4098,21,2.176,1728.54
4098,22,2.055,1537.344
4098,23,2.1519999999999997,1337.22
4098,24,2.176,1372.104
4098,25,2.498,2347.488
4098,26,2.352,2043.1979999999999
4098,27,2.3040000000000003,1863.0279999999998
4098,28,2.444,1462.372
4098,29,2.002,1355.3310000000001
4098,30,2.2,1193.28
4098,31,2.234,1294.776
4098,32,2.136,1342.48
4098,33,2.234,1242.662
4098,34,2.3040000000000003,1447.0839999999998
4098,35,2.2,1110.132
4098,36,2.2,1044.45
4098,37,2.188,981.666
4098,38,2.1519999999999997,862.41
4098,39,2.1430000000000002,800.163
4098,40,2.131,748.2869999999999
4098,41,2.117,798.57
4098,42,2.1069999999999998,643.1
4098,43,2.426,1509.93
4099,1,2.182,12911.604
4099,2,2.356,14028.993999999999
4099,3,2.084,12026.916000000001
4099,4,2.093,10452.426
4099,5,2.299,8356.324
4099,6,2.275,6364.86
4099,7,2.449,7810.128000000001
4099,8,2.323,6088.286
4099,9,2.299,5079.806
4099,10,2.275,4041.57
4099,11,2.01,11231.165
4099,12,2.228,5223.737
4099,13,2.204,8613.46
4099,14,2.182,12911.604
4099,15,2.17,8482.786
4099,16,2.17,6260.83
4099,17,2.1590000000000003,7134.08
4099,18,2.147,7931.124
4099,19,2.204,7779.189
4099,20,2.4330000000000003,5489.188
4099,21,2.147,5489.188
4099,22,2.028,5416.068
4099,23,2.123,4188.07
4099,24,2.147,4361.484
4099,25,2.454,7278.173000000001
4099,26,2.323,6516.096
4099,27,2.275,6608.24
4099,28,2.412,4638.13
4099,29,1.976,4288.319
4099,30,2.17,3792.684
4099,31,2.204,4093.74
4099,32,2.108,4271.982
4099,33,2.204,3948.9790000000003
4099,34,2.275,4607.88
4099,35,2.17,3534.466
4099,36,2.17,3329.438
4099,37,2.1590000000000003,3470.9559999999997
4099,38,2.123,3006.57
4099,39,2.1109999999999998,2788.478
4099,40,2.099,2638.105
4099,41,2.089,2783.614
4099,42,2.0780000000000003,2055.526
4099,43,2.3930000000000002,4770.48
4100,1,2.833,7254.6140000000005
4100,2,3.057,8447.64
4100,3,2.69,6984.056
4100,4,2.7039999999999997,6101.2
4100,5,2.969,4830.482
4100,6,2.945,3687.493
4100,7,3.17,4646.2570000000005
4100,8,3.0010000000000003,3174.64
4100,9,2.969,2632.365
4100,10,2.945,2108.576
4100,11,2.6010000000000004,6507.464
4100,12,2.889,40312.248
4100,13,2.8569999999999998,5072.193
4100,14,2.833,7254.6140000000005
4100,15,2.8169999999999997,4733.464
4100,16,2.8,3534.272
4100,17,2.785,4012.8
4100,18,2.7689999999999997,4417.98
4100,19,2.8569999999999998,4568.823
4100,20,3.14,3095.616
4100,21,2.7689999999999997,3095.616
4100,22,2.615,2697.085
4100,23,2.745,2339.342
4100,24,2.7689999999999997,2418.7
4100,25,3.1839999999999997,4377.57
4100,26,3.0010000000000003,3811.36
4100,27,2.945,3496.8559999999998
4100,28,3.127,2695.857
4100,29,2.5610000000000004,2500.776
4100,30,2.8,2131.824
4100,31,2.8569999999999998,2391.219
4100,32,2.733,2484.426
4100,33,2.8569999999999998,2301.5429999999997
4100,34,2.945,2675.96
4100,35,2.8169999999999997,1954.4479999999999
4100,36,2.8,1870.1760000000002
4100,37,2.785,1744.864
4100,38,2.745,1506.1729999999998
4100,39,2.7289999999999996,1394.76
4100,40,2.713,1289.4
4100,41,2.701,1394.524
4100,42,2.6889999999999996,1117.184
4100,43,3.095,2642.256
4101,1,1.9369999999999998,2208.437
4101,2,2.084,2483.52
4101,3,1.8419999999999999,2071.152
4101,4,1.845,1843.766
4101,5,2.0340000000000003,1468.595
4101,6,2.01,1153.4160000000002
4101,7,2.17,1370.295
4101,8,2.0469999999999997,1045.037
4101,9,2.0340000000000003,872.3580000000001
4101,10,2.01,715.632
4101,11,1.785,1972.4370000000001
4101,12,1.972,2203.761
4101,13,1.9480000000000002,1548.35
4101,14,1.9369999999999998,2208.437
4101,15,1.9240000000000002,1499.9379999999999
4101,16,1.91,1117.732
4101,17,1.91,1259.65
4101,18,1.899,1391.6
4101,19,1.9480000000000002,1404.068
4101,20,2.142,983.752
4101,21,1.899,983.752
4101,22,1.7930000000000001,919.0239999999999
4101,23,1.875,771.808
4101,24,1.899,782.42
4101,25,2.171,1290.24
4101,26,2.0469999999999997,1145.155
4101,27,2.01,1121.184
4101,28,2.135,832.5239999999999
4101,29,1.746,793.0319999999999
4101,30,1.91,692.3839999999999
4101,31,1.9480000000000002,761.546
4101,32,1.865,772.191
4101,33,1.9480000000000002,734.212
4101,34,2.01,844.1519999999999
4101,35,1.9240000000000002,649.803
4101,36,1.91,615.076
4101,37,1.91,601.8
4101,38,1.875,537.935
4101,39,1.8619999999999999,496.908
4101,40,1.8619999999999999,465.842
4101,41,1.845,501.079
4101,42,1.838,399.906
4101,43,2.114,905.682
4102,1,2.883,3309.8459999999995
4102,2,3.1060000000000003,3966.962
4102,3,2.741,3279.29
4102,4,2.748,2878.571
4102,5,3.0269999999999997,2290.305
4102,6,2.995,1724.4479999999999
4102,7,3.227,2193.3360000000002
4102,8,3.05,1508.9879999999998
4102,9,3.0269999999999997,1246.914
4102,10,2.995,992.7719999999999
4102,11,2.6519999999999997,3058.772
4102,12,2.9389999999999996,3179.25
4102,13,2.907,2334.054
4102,14,2.883,3309.8459999999995
4102,15,2.867,2172.274
4102,16,2.85,1623.93
4102,17,2.8339999999999996,1847.88
4102,18,2.827,2036.491
4102,19,2.907,2111.6820000000002
4102,20,3.196,1427.46
4102,21,2.827,1427.46
4102,22,2.67,1246.563
4102,23,2.795,1079.532
4102,24,2.827,1118.84
4102,25,3.235,2037.004
4102,26,3.05,1784.953
4102,27,2.995,1585.8039999999999
4102,28,3.181,1248.75
4102,29,2.605,1155.738
4102,30,2.85,985.68
4102,31,2.907,1107.174
4102,32,2.78,1148.4
4102,33,2.907,1067.982
4102,34,2.995,1234.64
4102,35,2.867,900.653
4102,36,2.85,872.46
4102,37,2.8339999999999996,806.058
4102,38,2.795,698.336
4102,39,2.779,640.332
4102,40,2.762,596.844
4102,41,2.75,651.236
4102,42,2.739,502.731
4102,43,3.1510000000000002,1233.392
4103,1,2.8810000000000002,263.42400000000004
4103,2,3.109,332.904
4103,3,2.738,265.58
4103,4,2.747,261.117
4103,5,3.02,204.792
4103,6,2.99,173.952
4103,7,3.218,186.18599999999998
4103,8,3.049,143.127
4103,9,3.02,126.06299999999999
4103,10,2.99,112.344
4103,11,2.6430000000000002,258.453
4103,12,2.93,265.95
4103,13,2.9010000000000002,182.512
4103,14,2.8810000000000002,263.42400000000004
4103,15,2.86,158.112
4103,16,2.85,116.494
4103,17,2.8310000000000004,143.472
4103,18,2.821,138.592
4103,19,2.9010000000000002,182.512
4103,20,3.196,116.494
4103,21,2.821,116.494
4103,22,2.6639999999999997,113.6
4103,23,2.7910000000000004,93.726
4103,24,2.821,105.36399999999999
4103,25,3.238,157.3
4103,26,3.049,142.101
4103,27,2.99,110.079
4103,28,3.1710000000000003,96.92399999999999
4103,29,2.6,92.00399999999999
4103,30,2.85,77.244
4103,31,2.9010000000000002,91.63
4103,32,2.7710000000000004,96.92399999999999
4103,33,2.9010000000000002,92.00399999999999
4103,34,2.99,111.43799999999999
4103,35,2.86,79.704
4103,36,2.85,76.616
4103,37,2.8310000000000004,71.736
4103,38,2.7910000000000004,62.483999999999995
4103,39,2.7710000000000004,59.78
4103,40,2.761,54.9
4103,41,2.7460000000000004,62.23
4103,42,2.7319999999999998,47.775
4103,43,3.1460000000000004,125.476
4104,1,3.003,3109.9509999999996
4104,2,3.245,3702.945
4104,3,2.8560000000000003,3066.12
4104,4,2.872,2685.525
4104,5,3.154,2114.16
4104,6,3.1189999999999998,1624.214
4104,7,3.363,2043.64
4104,8,3.187,1405.2779999999998
4104,9,3.154,1164.72
4104,10,3.1189999999999998,940.168
4104,11,2.762,2837.042
4104,12,3.0610000000000004,2932.421
4104,13,3.036,2150.3520000000003
4104,14,3.003,3109.9509999999996
4104,15,2.987,2053.21
4104,16,2.97,1505.009
4104,17,2.9619999999999997,1702.848
4104,18,2.946,1863.1760000000002
4104,19,3.036,1940.636
4104,20,3.33,1320.057
4104,21,2.946,1320.057
4104,22,2.782,1142.876
4104,23,2.91,987.39
4104,24,2.946,1030.715
4104,25,3.38,1911.78
4104,26,3.187,1659.4489999999998
4104,27,3.1189999999999998,1488.2479999999998
4104,28,3.313,1156.649
4104,29,2.721,1076.484
4104,30,2.97,910.3580000000001
4104,31,3.036,1025.9080000000001
4104,32,2.895,1061.222
4104,33,3.036,990.592
4104,34,3.1189999999999998,1164.143
4104,35,2.987,857.545
4104,36,2.97,802.722
4104,37,2.9619999999999997,747.8919999999999
4104,38,2.91,636.9540000000001
4104,39,2.8939999999999997,589.504
4104,40,2.885,545.4019999999999
4104,41,2.863,594.024
4104,42,2.853,476.064
4104,43,3.281,1130.808
4105,1,1.933,9306.495
4105,2,2.0909999999999997,10318.56
4105,3,1.838,8772.624
4105,4,1.8519999999999999,7559.016
4105,5,2.031,6185.916
4105,6,2.019,4637.352
4105,7,2.164,5787.408
4105,8,2.055,3986.16
4105,9,2.031,3396.492
4105,10,2.019,2685.0959999999995
4105,11,1.781,8399.16
4105,12,1.983,2458.848
4105,13,1.959,6232.86
4105,14,1.933,9306.495
4105,15,1.933,6024.045
4105,16,1.92,4418.778
4105,17,1.9080000000000001,5006.502
4105,18,1.896,5784.281999999999
4105,19,1.959,5641.69
4105,20,2.153,3871.9590000000003
4105,21,1.896,3871.9590000000003
4105,22,1.791,3548.034
4105,23,1.8840000000000001,2996.3909999999996
4105,24,1.896,3186.81
4105,25,2.178,5304.468000000001
4105,26,2.055,4711.1759999999995
4105,27,2.019,4288.416
4105,28,2.146,3419.136
4105,29,1.756,3107.44
4105,30,1.92,2679.495
4105,31,1.959,2973.83
4105,32,1.876,3170.8320000000003
4105,33,1.959,2861.92
4105,34,2.019,3355.812
4105,35,1.933,2513.13
4105,36,1.92,2363.361
4105,37,1.9080000000000001,2196.054
4105,38,1.8840000000000001,1953.1170000000002
4105,39,1.8719999999999999,1792.575
4105,40,1.86,1668.2160000000001
4105,41,1.854,1817.079
4105,42,1.8359999999999999,1487.601
4105,43,2.124,3446.454
4106,1,2.853,14495.396
